Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time.1,Playing Time.2,Playing Time.3,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Performance.8,Performance.9,Penalty Kicks,Penalty Kicks.1,Penalty Kicks.2,Penalty Kicks.3,Penalty Kicks.4,Unnamed: 26_level_0,Unnamed: 0_level_0.1,Unnamed: 1_level_0.1,Unnamed: 2_level_0.1,Unnamed: 3_level_0.1,Unnamed: 4_level_0.1,Unnamed: 5_level_0.1,Unnamed: 6_level_0.1,Unnamed: 7_level_0,Goals,Goals.1,Goals.2,Goals.3,Goals.4,Expected,Expected.1,Expected.2,Expected.3,Launched,Launched.1,Launched.2,Passes,Passes.1,Passes.2,Passes.3,Goal Kicks,Goal Kicks.1,Goal Kicks.2,Crosses,Crosses.1,Crosses.2,Sweeper,Sweeper.1,Sweeper.2,Unnamed: 33_level_0
63,Óscar Ustari,ar ARG,GK,Inter Miami,37,1986,1,1,90,1.0,0,0.00,6,6,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,63,Óscar Ustari,ar ARG,GK,Inter Miami,37,1986,1.0,0,0,0,0,0,1.1,0.18,+1.1,+1.10,4,8,50.0,38,9,15.8,24.8,9,22.2,26.0,11,1,9.1,2,2.00,14.3,Matches
64,Joe Willis,us USA,GK,Nashville SC,35,1988,30,29,2626,29.2,44,1.51,132,91,68.2,8,7,14,8,27.6,3,2,0,1,0.0,Matches,64,Joe Willis,us USA,GK,Nashville SC,35,1988,29.2,44,2,1,7,3,39.8,0.29,-1.2,-0.04,145,371,39.1,709,152,37.2,34.2,223,48.0,39.6,384,24,6.3,22,0.75,14.0,Matches
65,William Yarbrough,us USA,GK,SJ Earthquakes,34,1989,19,19,1710,19.0,45,2.37,100,56,62.0,4,2,13,1,5.3,7,7,0,0,0.0,Matches,65,William Yarbrough,us USA,GK,SJ Earthquakes,34,1989,19.0,45,7,0,4,1,36.1,0.30,-7.9,-0.42,108,229,47.2,417,92,32.1,32.6,141,67.4,47.2,304,21,6.9,11,0.58,11.5,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
1,Mio Backhaus,de GER,GK,Volendam,19,2004,33,32,2881,32.0,79,2.47,253,174,69.2,4,7,21,2,6.3,1,1,0,0,0.0,Matches,1,Mio Backhaus,de GER,GK,Volendam,19,2004,32.0,79,1,2,9,0,77.4,0.31,-1.6,-0.05,237,713,33.2,1109,164,43.1,36.7,288,81.6,58.6,513,40,7.8,40,1.25,12.8,Matches
2,Nordin Bakker,nl NED,GK,Almere City,25,1997,29,29,2596,28.8,53,1.84,163,110,69.3,7,9,13,9,31.0,4,3,1,0,25.0,Matches,2,Nordin Bakker,nl NED,GK,Almere City,25,1997,28.8,53,3,0,9,1,55.6,0.33,+3.6,+0.13,266,838,31.7,844,77,74.3,50.0,234,90.2,65.0,396,28,7.1,32,1.11,12.8,Matches
3,Vasilios Barkas,gr GRE,GK,Utrecht,29,1994,29,29,2610,29.0,42,1.45,146,104,74.0,10,11,8,5,17.2,5,4,1,0,20.0,Matches,3,Vasilios Barkas,gr GRE,GK,Utrecht,29,1994,29.0,42,4,0,5,1,43.6,0.27,+2.6,+0.09,155,426,36.4,792,137,38.0,34.7,231,54.1,42.3,392,36,9.2,29,1.00,14.7,Matches
4,Walter Benítez,ar ARG,GK,PSV Eindhoven,30,1993,33,33,2964,32.9,20,0.61,72,54,76.4,29,3,1,18,54.5,3,3,0,0,0.0,Matches,4,Walter Benítez,ar ARG,GK,PSV Eindhoven,30,1993,32.9,20,3,0,0,2,23.5,0.29,+5.5,+0.17,122,249,49.0,878,99,23.1,28.0,150,30.7,33.1,301,23,7.6,44,1.34,15.7,Matches
5,Justin Bijlow,nl NED,GK,Feyenoord,25,1998,17,17,1462,16.2,14,0.86,41,27,65.9,12,3,2,6,35.3,0,0,0,0,,Matches,5,Justin Bijlow,nl NED,GK,Feyenoord,25,1998,16.2,14,0,0,1,0,13.7,0.35,-0.3,-0.02,57,138,41.3,656,64,17.8,25.6,52,40.4,39.9,142,19,13.4,50,3.08,19.2,Matches
6,Mattijs Branderhorst,nl NED,GK,Utrecht,29,1993,5,5,450,5.0,5,1.00,16,11,75.0,3,0,2,3,60.0,1,1,0,0,0.0,Matches,6,Mattijs Branderhorst,nl NED,GK,Utrecht,29,1993,5.0,5,1,0,0,0,5.1,0.26,+0.1,+0.02,25,63,39.7,120,20,38.3,35.7,25,68.0,49.0,72,8,11.1,4,0.80,13.6,Matches
7,Michael Brouwer,nl NED,GK,Heracles Almelo,30,1993,34,34,3060,34.0,74,2.18,226,153,69.5,9,6,19,4,11.8,5,5,0,0,0.0,Matches,7,Michael Brouwer,nl NED,GK,Heracles Almelo,30,1993,34.0,74,5,2,11,1,69.0,0.29,-4.0,-0.12,207,688,30.1,1037,160,49.5,40.0,308,56.8,47.2,580,30,5.2,18,0.53,10.0,Matches
8,Jasper Cillessen,nl NED,GK,NEC Nijmegen,34,1989,30,30,2640,29.3,46,1.57,145,98,71.7,13,9,8,5,16.7,6,5,1,0,16.7,Matches,8,Jasper Cillessen,nl NED,GK,NEC Nijmegen,34,1989,29.3,46,5,1,4,0,46.2,0.28,+0.2,+0.01,170,492,34.6,776,141,45.0,37.0,275,52.0,41.9,535,28,5.2,23,0.78,12.4,Matches
9,Jeffrey De Lange,nl NED,GK,Go Ahead Eag,25,1998,34,34,3060,34.0,46,1.35,180,135,75.6,12,10,12,11,32.4,2,2,0,0,0.0,Matches,9,Jeffrey De Lange,nl NED,GK,Go Ahead Eag,25,1998,34.0,46,2,0,4,1,46.2,0.25,+1.2,+0.04,219,651,33.6,1211,127,45.0,37.3,223,47.5,40.7,670,17,2.5,32,0.94,15.3,Matches
10,Mickey van der Hart,nl NED,GK,Heerenveen,29,1994,12,12,1080,12.0,27,2.25,60,34,56.7,4,3,5,3,25.0,1,1,0,0,0.0,Matches,10,Mickey van der Hart,nl NED,GK,Heerenveen,29,1994,12.0,27,1,0,5,1,20.2,0.34,-5.8,-0.48,69,189,36.5,339,43,40.7,34.8,86,59.3,47.7,184,7,3.8,4,0.33,10.0,Matches
11,Joel Drommel,nl NED,GK,PSV Eindhoven,26,1996,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,Matches,11,Joel Drommel,nl NED,GK,PSV Eindhoven,26,1996,1.0,1,0,0,0,0,1.5,0.32,+0.5,+0.51,4,6,66.7,29,7,10.3,26.9,7,42.9,32.0,7,0,0.0,4,4.00,31.2,Matches
12,Stijn van Gassel,nl NED,GK,Excelsior,26,1996,34,34,3060,34.0,73,2.15,204,132,65.2,6,11,17,6,17.6,2,2,0,0,0.0,Matches,12,Stijn van Gassel,nl NED,GK,Excelsior,26,1996,34.0,73,2,0,18,1,60.6,0.30,-11.4,-0.33,332,944,35.2,1311,186,54.4,43.5,266,86.8,61.1,545,42,7.7,20,0.59,10.8,Matches
13,Jay Gorter,nl NED,GK,Ajax,23,2000,8,7,665,7.4,17,2.30,35,18,51.4,1,2,4,1,14.3,1,0,0,1,,Matches,13,Jay Gorter,nl NED,GK,Ajax,23,2000,7.4,17,0,0,1,0,13.8,0.41,-3.2,-0.44,33,87,37.9,259,38,30.5,30.2,45,17.8,28.3,91,7,7.7,7,0.95,13.6,Matches
14,Mike Hauptmeijer,nl NED,GK,Zwolle,26,1997,2,2,180,2.0,3,1.50,11,8,81.8,0,1,1,0,0.0,1,1,0,0,0.0,Matches,14,Mike Hauptmeijer,nl NED,GK,Zwolle,26,1997,2.0,3,1,0,0,0,3.9,0.26,+0.9,+0.44,8,33,24.2,77,15,31.2,32.5,22,40.9,36.9,36,5,13.9,6,3.00,15.6,Matches
15,Tom Hendriks,nl NED,GK,Fortuna Sittard,21,2002,1,1,90,1.0,0,0.00,3,3,100.0,0,1,0,1,100.0,0,0,0,0,,Matches,15,Tom Hendriks,nl NED,GK,Fortuna Sittard,21,2002,1.0,0,0,0,0,0,0.6,0.20,+0.6,+0.60,4,10,40.0,19,6,36.8,33.8,5,60.0,51.0,11,3,27.3,2,2.00,19.8,Matches
16,Jeroen Houwen,nl NED,GK,RKC Waalwijk,27,1996,4,3,322,3.6,5,1.40,19,14,78.9,1,0,2,0,0.0,1,1,0,0,0.0,Matches,16,Jeroen Houwen,nl NED,GK,RKC Waalwijk,27,1996,3.6,5,1,0,1,0,5.4,0.27,+0.4,+0.11,23,79,29.1,118,23,45.8,38.6,37,67.6,53.1,64,0,0.0,3,0.84,15.5,Matches
17,Luuk Koopmans,nl NED,GK,Fortuna Sittard,29,1993,5,5,450,5.0,6,1.20,19,13,68.4,0,3,2,2,40.0,0,0,0,0,,Matches,17,Luuk Koopmans,nl NED,GK,Fortuna Sittard,29,1993,5.0,6,0,0,1,0,7.1,0.38,+1.1,+0.22,28,105,26.7,116,15,62.1,45.4,35,94.3,66.7,56,7,12.5,9,1.80,21.3,Matches
18,Barry Lauwers,nl NED,GK,Volendam,23,1999,1,1,90,1.0,7,7.00,10,3,30.0,0,0,1,0,0.0,0,0,0,0,,Matches,18,Barry Lauwers,nl NED,GK,Volendam,23,1999,1.0,7,0,1,1,0,3.9,0.39,-3.1,-3.07,8,26,30.8,42,5,52.4,40.6,4,100.0,57.0,32,4,12.5,1,1.00,10.6,Matches
19,Andries Noppert,nl NED,GK,Heerenveen,29,1994,22,22,1980,22.0,43,1.95,104,62,61.5,6,4,12,4,18.2,3,3,0,0,0.0,Matches,19,Andries Noppert,nl NED,GK,Heerenveen,29,1994,22.0,43,3,0,2,1,40.2,0.37,-1.8,-0.08,106,269,39.4,574,114,32.9,32.2,137,58.4,44.8,322,20,6.2,16,0.73,12.1,Matches
20,Kayne van Oevelen,nl NED,GK,Volendam,19,2003,1,1,89,1.0,2,2.02,10,8,80.0,,,1,,,,,,,,Matches,20,Kayne van Oevelen,nl NED,GK,Volendam,19,2003,1.0,2,,,,,2.8,0.28,,,5,14,35.7,41,9,,34.6,3,,13.7,11,1,9.1,2,2.02,12.4,Matches
21,Nick Olij,nl NED,GK,Sparta R'dam,27,1995,34,34,3060,34.0,48,1.41,161,113,72.0,14,7,13,8,23.5,5,3,1,1,25.0,Matches,21,Nick Olij,nl NED,GK,Sparta R'dam,27,1995,34.0,48,3,1,4,1,49.1,0.29,+2.1,+0.06,307,731,42.0,1242,123,44.0,37.0,236,78.0,58.0,629,37,5.9,38,1.12,14.4,Matches
22,Rome-Jayden Owusu-Oduro,nl NED,GK,AZ Alkmaar,19,2004,4,4,360,4.0,7,1.75,17,11,58.8,0,2,2,0,0.0,0,0,0,0,,Matches,22,Rome-Jayden Owusu-Oduro,nl NED,GK,AZ Alkmaar,19,2004,4.0,7,0,0,1,1,6.0,0.36,0.0,-0.01,22,59,37.3,125,13,39.2,35.3,17,58.8,47.5,44,0,0.0,5,1.25,16.4,Matches
23,Ivor Pandur,hr CRO,GK,Fortuna Sittard,23,2000,16,16,1440,16.0,28,1.75,78,51,66.7,5,4,7,4,25.0,2,2,0,0,0.0,Matches,23,Ivor Pandur,hr CRO,GK,Fortuna Sittard,23,2000,16.0,28,2,1,2,1,25.9,0.31,-1.1,-0.07,89,247,36.0,426,65,37.3,34.2,125,70.4,51.1,225,23,10.2,13,0.81,12.9,Matches
24,Diant Ramaj,de GER,GK,Ajax,21,2001,22,20,1824,20.3,32,1.58,99,68,68.7,10,7,3,3,15.0,1,1,0,0,0.0,Matches,24,Diant Ramaj,de GER,GK,Ajax,21,2001,20.3,32,1,0,0,1,32.4,0.33,+1.4,+0.07,123,322,38.2,893,113,32.3,33.0,114,29.8,32.7,263,21,8.0,30,1.48,16.0,Matches
25,Robin Roefs,nl NED,GK,NEC Nijmegen,20,2003,5,4,420,4.7,5,1.07,18,13,72.2,1,2,1,2,50.0,0,0,0,0,,Matches,25,Robin Roefs,nl NED,GK,NEC Nijmegen,20,2003,4.7,5,0,0,0,0,5.5,0.32,+0.5,+0.11,36,87,41.4,136,21,44.1,36.9,48,56.3,46.6,88,10,11.4,3,0.64,11.2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
26,Eloy Room,cw CUW,GK,Vitesse,34,1989,34,34,3060,34.0,74,2.18,225,150,69.3,6,6,22,3,8.8,7,5,2,0,28.6,Matches,26,Eloy Room,cw CUW,GK,Vitesse,34,1989,34.0,74,5,0,11,1,70.4,0.29,-2.6,-0.08,235,698,33.7,1137,153,45.0,36.6,262,71.0,51.2,450,18,4.0,25,0.74,13.2,Matches
27,Gerónimo Rulli,ar ARG,GK,Ajax,31,1992,7,7,571,6.3,12,1.89,30,18,63.3,4,2,1,1,14.3,1,1,0,0,0.0,Matches,27,Gerónimo Rulli,ar ARG,GK,Ajax,31,1992,6.3,12,1,0,1,0,11.4,0.37,-0.6,-0.09,49,104,47.1,305,40,27.9,29.9,36,52.8,43.5,66,6,9.1,13,2.05,15.8,Matches
28,Mathew Ryan,au AUS,GK,AZ Alkmaar,31,1992,29,29,2610,29.0,28,0.97,109,81,77.1,19,6,4,13,44.8,3,3,0,0,0.0,Matches,28,Mathew Ryan,au AUS,GK,AZ Alkmaar,31,1992,29.0,28,3,1,2,0,31.3,0.27,+3.3,+0.11,168,352,47.7,988,172,29.4,31.6,124,50.0,41.5,344,30,8.7,42,1.45,17.5,Matches
29,Samuel Şahin-Radlinger,at AUT,GK,Almere City,30,1992,6,5,464,5.2,6,1.16,25,19,76.0,0,4,1,1,20.0,0,0,0,0,,Matches,29,Samuel Şahin-Radlinger,at AUT,GK,Almere City,30,1992,5.2,6,0,0,0,0,6.8,0.29,+0.8,+0.16,42,163,25.8,150,14,80.0,49.6,43,100.0,66.3,70,3,4.3,13,2.52,16.1,Matches
30,Jasper Schendelaar,nl NED,GK,Zwolle,22,2000,32,32,2880,32.0,64,2.00,185,123,69.2,9,8,15,5,15.6,9,7,2,0,22.2,Matches,30,Jasper Schendelaar,nl NED,GK,Zwolle,22,2000,32.0,64,7,0,9,4,60.1,0.28,+0.1,0.00,248,633,39.2,1115,183,45.2,37.4,240,53.8,45.9,549,33,6.0,30,0.94,12.5,Matches
31,Mark Spenkelink,nl NED,GK,RKC Waalwijk,26,1997,1,1,90,1.0,2,2.00,12,10,83.3,0,0,1,0,0.0,1,0,0,1,,Matches,31,Mark Spenkelink,nl NED,GK,RKC Waalwijk,26,1997,1.0,2,0,0,1,0,3.9,0.38,+1.9,+1.90,7,17,41.2,31,4,32.3,34.2,12,58.3,46.7,17,1,5.9,1,1.00,11.5,Matches
32,Przemysław Tytoń,pl POL,GK,Twente,36,1987,2,2,180,2.0,2,1.00,6,5,66.7,2,0,0,0,0.0,0,0,0,0,,Matches,32,Przemysław Tytoń,pl POL,GK,Twente,36,1987,2.0,2,0,0,0,1,1.9,0.32,+0.9,+0.47,6,24,25.0,41,9,43.9,40.0,9,66.7,53.7,14,1,7.1,1,0.50,19.0,Matches
33,Lars Unnerstall,de GER,GK,Twente,33,1990,32,32,2880,32.0,34,1.06,123,89,76.4,19,6,7,10,31.3,6,5,1,0,16.7,Matches,33,Lars Unnerstall,de GER,GK,Twente,33,1990,32.0,34,5,1,4,1,40.1,0.28,+7.1,+0.22,128,426,30.0,932,156,37.1,34.2,197,40.6,35.6,359,20,5.6,54,1.69,18.6,Matches
34,Etienne Vaessen,sr SUR,GK,RKC Waalwijk,28,1995,30,30,2644,29.4,49,1.67,173,125,74.0,6,8,16,5,16.7,5,4,1,0,20.0,Matches,34,Etienne Vaessen,sr SUR,GK,RKC Waalwijk,28,1995,29.4,49,4,1,3,2,50.3,0.27,+3.3,+0.11,222,617,36.0,1117,144,42.1,37.3,219,67.1,53.9,502,40,8.0,39,1.33,14.7,Matches
35,Hobie Verhulst,nl NED,GK,AZ Alkmaar,30,1993,1,1,90,1.0,4,4.00,8,4,62.5,0,0,1,0,0.0,1,1,0,0,0.0,Matches,35,Hobie Verhulst,nl NED,GK,AZ Alkmaar,30,1993,1.0,4,1,0,0,0,3.5,0.32,-0.5,-0.47,13,26,50.0,37,3,48.6,38.4,9,88.9,65.0,12,0,0.0,0,0.00,11.8,Matches
36,Michael Verrips,nl NED,GK,Fortuna Sittard,26,1996,12,12,1080,12.0,22,1.83,51,30,56.9,4,3,5,2,16.7,0,0,0,0,,Matches,36,Michael Verrips,nl NED,GK,Fortuna Sittard,26,1996,12.0,22,0,0,5,1,15.9,0.31,-5.1,-0.43,73,253,28.9,268,21,70.1,49.3,84,77.4,55.2,170,11,6.5,8,0.67,12.5,Matches
37,Boy Waterman,nl NED,GK,PSV Eindhoven,39,1984,1,0,6,0.1,0,0.00,1,1,100.0,0,0,0,0,,0,0,0,0,,Matches,37,Boy Waterman,nl NED,GK,PSV Eindhoven,39,1984,0.1,0,0,0,0,0,0.1,0.07,+0.1,+1.01,1,1,100.0,3,1,0.0,20.7,2,50.0,50.0,2,0,0.0,0,0.00,,Matches
38,Timon Wellenreuther,de GER,GK,Feyenoord,27,1995,19,17,1598,17.8,12,0.68,44,32,75.0,14,3,0,11,64.7,1,1,0,0,0.0,Matches,38,Timon Wellenreuther,de GER,GK,Feyenoord,27,1995,17.8,12,1,0,3,0,12.8,0.27,+0.8,+0.04,71,193,36.8,660,85,25.9,29.3,46,47.8,42.7,170,20,11.8,41,2.31,19.2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
1,Washington Aguerre,uy URU,GK,uy Peñarol,30,1993,8,8,674,7.5,7,0.93,33,26,81.8,5,1,2,4,50.0,1,1,0,0,0.0,Matches,1,Washington Aguerre,uy URU,GK,uy Peñarol,30,1993,7.5,7,1,0,1,0,7.9,0.22,+0.9,+0.12,35,130,26.9,102,10,65.7,50.1,72,87.5,64.2,137,9,6.6,8,1.07,11.6,Matches
2,Facundo Altamirano,ar ARG,GK,ar San Lorenzo,27,1996,6,6,481,5.3,5,0.94,22,17,81.8,1,3,2,1,16.7,1,1,0,0,0.0,Matches,2,Facundo Altamirano,ar ARG,GK,ar San Lorenzo,27,1996,5.3,5,1,1,1,0,5.5,0.21,+0.5,+0.10,18,69,26.1,87,11,54.0,42.5,35,62.9,52.1,69,2,2.9,1,0.19,9.2,Matches
3,Guillermo de Amores,uy URU,GK,uy Peñarol,29,1994,5,4,405,4.5,5,1.11,13,8,61.5,2,0,2,2,50.0,0,0,0,0,,Matches,3,Guillermo de Amores,uy URU,GK,uy Peñarol,29,1994,4.5,5,0,0,1,0,5.2,0.40,+0.2,+0.05,7,40,17.5,94,29,29.8,34.4,29,41.4,35.1,45,6,13.3,3,0.67,14.2,Matches
4,Alejandro Araque,ve VEN,GK,ve Dep Táchira,28,1995,2,2,180,2.0,5,2.50,12,7,58.3,0,0,2,0,0.0,0,0,0,0,,Matches,4,Alejandro Araque,ve VEN,GK,ve Dep Táchira,28,1995,2.0,5,0,0,0,0,5.2,0.44,+0.2,+0.12,8,29,27.6,30,5,60.0,47.2,19,57.9,51.6,37,0,0.0,0,0.00,11.7,Matches
5,Franco Armani,ar ARG,GK,ar River Plate,37,1986,12,12,1080,12.0,8,0.67,28,20,75.0,8,3,1,7,58.3,1,1,0,0,0.0,Matches,5,Franco Armani,ar ARG,GK,ar River Plate,37,1986,12.0,8,1,0,1,0,8.7,0.28,+0.7,+0.06,39,93,41.9,197,58,26.4,30.6,75,54.7,42.0,139,7,5.0,4,0.33,13.5,Matches
6,Frankarlos Benítez,ve VEN,GK,ve Caracas,19,2004,2,1,168,1.9,5,2.68,14,9,64.3,0,0,1,0,0.0,0,0,0,0,,Matches,6,Frankarlos Benítez,ve VEN,GK,ve Caracas,19,2004,1.9,5,0,0,1,0,3.9,0.28,-1.1,-0.59,8,37,21.6,30,7,56.7,45.0,29,69.0,50.8,38,0,0.0,0,0.00,11.8,Matches
7,Sebastián Britos,uy URU,GK,pe Universitario,36,1988,6,6,540,6.0,9,1.50,17,8,47.1,1,2,3,0,0.0,0,0,0,0,,Matches,7,Sebastián Britos,uy URU,GK,pe Universitario,36,1988,6.0,9,0,0,2,0,8.6,0.51,-0.4,-0.07,35,82,42.7,85,14,55.3,43.1,47,74.5,54.4,76,8,10.5,3,0.50,13.5,Matches
8,Jorge Broun,ar ARG,GK,ar Rosario Central,37,1986,6,6,540,6.0,7,1.17,21,14,66.7,2,1,3,1,16.7,0,0,0,0,,Matches,8,Jorge Broun,ar ARG,GK,ar Rosario Central,37,1986,6.0,7,0,0,0,0,6.5,0.31,-0.5,-0.08,23,88,26.1,92,9,59.8,45.2,48,68.8,50.4,68,6,8.8,2,0.33,12.1,Matches
9,Javier Burrai,ec ECU,GK,ec Barcelona,33,1990,6,6,540,6.0,9,1.50,19,10,57.9,1,3,2,1,16.7,1,1,0,0,0.0,Matches,9,Javier Burrai,ec ECU,GK,ec Barcelona,33,1990,6.0,9,1,1,2,0,5.0,0.21,-4.0,-0.67,27,61,44.3,138,18,25.4,29.6,55,47.3,40.1,81,2,2.5,0,0.00,10.0,Matches
10,Jesús Camargo,ve VEN,GK,ve Dep Táchira,26,1997,4,4,360,4.0,6,1.50,23,16,73.9,0,1,3,0,0.0,1,0,1,0,100.0,Matches,10,Jesús Camargo,ve VEN,GK,ve Dep Táchira,26,1997,4.0,6,0,0,1,0,10.5,0.44,+4.5,+1.13,30,78,38.5,86,25,40.7,37.7,56,76.8,52.9,86,9,10.5,2,0.50,11.5,Matches
11,Ángelo Campos,pe PER,GK,pe Alianza Lima,30,1993,5,5,445,4.9,4,0.81,14,10,71.4,0,4,1,1,20.0,0,0,0,0,,Matches,11,Ángelo Campos,pe PER,GK,pe Alianza Lima,30,1993,4.9,4,0,0,1,0,3.8,0.27,-0.2,-0.04,26,72,36.1,98,18,50.0,39.6,34,67.6,48.1,76,2,2.6,3,0.61,14.2,Matches
12,Brayan Cortés,cl CHI,GK,cl Colo-Colo,28,1995,10,10,900,10.0,8,0.80,27,19,70.4,3,4,3,3,30.0,0,0,0,0,,Matches,12,Brayan Cortés,cl CHI,GK,cl Colo-Colo,28,1995,10.0,8,0,0,1,0,8.3,0.31,+0.3,+0.03,43,118,36.4,282,42,27.0,31.1,83,50.6,44.5,101,9,8.9,11,1.10,15.3,Matches
13,Álvaro David Montero,co COL,GK,co Millonarios,28,1995,6,6,540,6.0,12,2.00,29,18,62.1,0,3,3,0,0.0,1,1,0,0,0.0,Matches,13,Álvaro David Montero,co COL,GK,co Millonarios,28,1995,6.0,12,1,1,2,1,11.8,0.38,+0.8,+0.13,24,73,32.9,98,16,53.1,42.1,49,42.9,40.6,48,4,8.3,1,0.17,12.9,Matches
14,Alexander Domínguez,ec ECU,GK,ec LDU de Quito,36,1987,6,6,540,6.0,6,1.00,18,12,72.2,2,1,3,2,33.3,2,1,0,1,0.0,Matches,14,Alexander Domínguez,ec ECU,GK,ec LDU de Quito,36,1987,6.0,6,1,0,0,0,6.4,0.33,+0.4,+0.07,27,53,50.9,82,22,36.6,38.1,53,43.4,42.3,43,3,7.0,2,0.33,11.9,Matches
15,Éverson,br BRA,GK,br Atlético Mineiro,33,1990,13,13,1170,13.0,11,0.85,34,23,70.6,8,2,3,6,46.2,1,1,0,0,0.0,Matches,15,Éverson,br BRA,GK,br Atlético Mineiro,33,1990,13.0,11,1,0,2,0,12.9,0.36,+1.9,+0.15,41,111,36.9,334,49,25.7,30.4,79,31.6,31.3,159,10,6.3,23,1.77,16.6,Matches
16,Fábio,br BRA,GK,br Fluminense,43,1980,10,10,930,10.3,10,0.97,38,27,76.3,6,2,2,3,30.0,2,1,1,0,50.0,Matches,16,Fábio,br BRA,GK,br Fluminense,43,1980,10.3,10,1,1,2,0,12.8,0.29,+2.8,+0.28,15,67,22.4,168,38,28.0,29.0,64,31.3,26.8,130,4,3.1,12,1.20,14.7,Matches
17,Wuilker Faríñez,ve VEN,GK,ve Caracas,25,1998,5,5,369,4.1,14,3.41,26,12,46.2,0,1,4,0,0.0,0,0,0,0,,Matches,17,Wuilker Faríñez,ve VEN,GK,ve Caracas,25,1998,4.1,14,0,1,1,0,8.8,0.34,-5.2,-1.26,16,44,36.4,62,16,32.3,33.8,44,54.5,43.5,85,1,1.2,2,0.49,11.6,Matches
18,Gatito Fernández,py PAR,GK,br Botafogo (RJ),35,1988,3,3,270,3.0,4,1.33,7,3,57.1,0,1,2,1,33.3,1,1,0,0,0.0,Matches,18,Gatito Fernández,py PAR,GK,br Botafogo (RJ),35,1988,3.0,4,1,0,0,0,3.7,0.39,-0.3,-0.10,10,20,50.0,60,10,18.3,29.3,30,30.0,34.9,33,0,0.0,2,0.67,17.7,Matches
19,Gastón Gómez,ar ARG,GK,ar San Lorenzo,27,1996,3,2,239,2.7,3,1.13,6,3,50.0,1,0,1,1,50.0,0,0,0,0,,Matches,19,Gastón Gómez,ar ARG,GK,ar San Lorenzo,27,1996,2.7,3,0,0,1,0,1.9,0.31,-1.1,-0.42,6,34,17.6,38,2,63.2,46.1,17,58.8,45.9,27,1,3.7,0,0.00,9.6,Matches
20,Gastón Guruceaga,uy URU,GK,uy Liverpool,28,1995,3,3,270,3.0,5,1.67,18,13,72.2,1,0,2,1,33.3,0,0,0,0,,Matches,20,Gastón Guruceaga,uy URU,GK,uy Liverpool,28,1995,3.0,5,0,0,1,0,4.3,0.24,-0.7,-0.24,10,37,27.0,74,9,40.5,35.7,16,43.8,41.8,60,3,5.0,2,0.67,11.5,Matches
21,Guido Herrera,ar ARG,GK,ar Talleres,31,1992,8,8,720,8.0,9,1.13,24,15,70.8,4,1,3,2,25.0,2,2,0,0,0.0,Matches,21,Guido Herrera,ar ARG,GK,ar Talleres,31,1992,8.0,9,2,0,1,0,8.2,0.26,-0.8,-0.10,53,118,44.9,160,14,56.9,40.6,53,50.9,42.7,110,5,4.5,3,0.38,10.9,Matches
22,Jean,br BRA,GK,py Cerro Porteño,28,1995,6,6,540,6.0,5,0.83,22,17,81.8,1,3,2,2,33.3,1,1,0,0,0.0,Matches,22,Jean,br BRA,GK,py Cerro Porteño,28,1995,6.0,5,1,0,0,0,6.3,0.24,+1.3,+0.21,41,103,39.8,113,14,57.5,43.5,48,79.2,57.9,77,4,5.2,3,0.50,13.8,Matches
